"id","est.risk.score","est.risk.bin","true.risk.score","true.risk.bin"
134,0.592375744923138,1,0.907327953024403,1
135,0.869986521315857,1,0.645318590908658,1
136,0.963048306867151,1,0.215855456182138,0
137,0.302957015887529,0,0.350094077353592,0
138,0.9395528460227,1,0.834082206049625,1
139,0.571675503913273,1,0.326540972673986,0
140,0.649988308398786,1,0,0
141,0.144332849503638,0,0.0820649924239881,0
142,0.599440028789814,1,0.0246382041373511,0
143,0.489126200729063,0,0.178838665723559,0
144,0.62939245089613,1,0.615219008206893,1
145,0.273260094778974,0,0.054489598466279,0
146,0.128762799287178,0,0.0918267265944204,0
147,0.176364747809612,0,0.412849798275348,0
148,0.577774702575905,1,0.464097177879956,0
149,0.530813101932984,1,0.307433540362296,0
150,0.658643620776523,1,0.987786752325968,1
151,0.251023573002881,0,0.365731643549937,0
152,0.363653653094407,0,0.305193135286105,0
153,0.426322588125541,0,0.880480903468201,1
154,0.428199056577928,0,0.145981819805827,0
155,0.58765896287051,1,0.893523077242489,1
156,0.915318349437699,1,0.929032284341367,1
157,0.775124884250367,1,0.0660510373334861,0
158,0.73705468734835,1,0.496839699283418,0
159,0.138615289779589,0,0.0380377015533996,0
160,0.562482005677681,1,0.88961672059434,1
161,0.914933132172848,1,0.855995196400944,1
162,0.65651434270127,1,1,1
163,0.0215561570701513,0,0.0540283165044404,0
164,0.505956390800239,0,0.377351773258259,0
165,0.103243965100673,0,0.083757469345623,0
166,0.496928236444551,1,0.0774769393030385,0
167,0.649970946358857,1,0.0189763528361232,0
168,0.537340462433349,1,0.95480621891757,1
169,0.408882227512705,0,0.0294247787384494,0
170,0.688384512304512,1,1,1
171,0.0385176994942996,0,0.0233315451401515,0
172,0.688453999993235,1,0.898121314894975,1
173,0.32898434262986,0,0.0178105854461845,0
174,0.567515119751344,1,0.569053950006561,0
175,0.672076948231574,1,0,0
176,0.746403304977806,1,0.718395693268117,1
177,0.995057346120834,1,0.847859089801251,1
178,0.644302719990587,1,0.86357891414375,1
179,0.328396926924734,0,0.0961021564399268,0
180,0.278577873326638,0,0.552879591587437,0
181,0.320799969184784,0,0.912596948146056,1
182,0.513877987479354,1,0.945672359881995,1
183,0.276493633455644,0,0.088934533684101,0
184,0.431963897415445,0,0.77411572610527,1
185,0.454590860556978,0,0.0380285702968813,0
186,0.433052749095021,0,0.454012119628603,0
187,0.312470765792147,0,0.607665588384066,1
188,0.0362072793285958,0,0.0276142158375957,0
189,0.30056151752513,0,0.0877867965521642,0
190,0.379971611239637,0,0.00380807630596096,0
191,0.372192046299132,0,0.00683220610772618,0
192,0.219904351892338,0,0.699088108772515,1
193,0.645697126605442,1,0.490313292979801,0
194,0.35969159023251,0,0.398408163805154,0
195,0.772323615077417,1,0.919231253528336,1
196,0.610604761702659,1,0.219724338419166,0
197,0.326794892218848,0,0.767101259697103,1
198,0.840211295778354,1,0.724066044211323,1
199,0.851959155082264,1,0.89052974246592,1
200,0.200519163338393,0,0.0469589821377256,0
201,0.837019729072901,1,0.421674157522207,0
202,0.479803973055744,1,0.687800774956836,1
203,0.286723506533775,0,0.147537835157433,0
204,0.452743489641434,0,0.255404435022246,0
205,0.152404689704386,0,0.56720708681893,0
206,0.475241463611275,0,0.953041133940509,1
207,0.0580471466174929,0,0.772476051575478,1
208,0.602639234987599,1,0.962622689759923,1
209,0.469038955129446,0,0.0290698968939123,0
210,0.31980860476181,0,0.123679073202132,0
211,0.559510047295987,1,0.561747174082649,0
212,0.153588277223614,0,0.976861987790479,1
213,0.411755353355909,0,0.312989425096024,0
214,0.125960137466575,0,0.0436595020550336,0
215,0.361606889715496,0,0.763256968013142,1
216,0.733695554085001,1,0.94429556445655,1
217,0.484093514472135,1,0.129360674131646,0
218,0.149988993783173,0,0.0392903111489272,0
219,0.437546861058885,1,0.519387371448507,0
220,0.646047487451717,1,0.766199101128514,1
221,0.389221420851417,0,0.607485679898661,1
222,0.754908958268344,1,0.373330997099236,0
223,0.682260975700438,1,0.649715690211732,1
224,0.412860622687497,0,0.952070747503221,1
225,0.54357941263032,0,0.960935248075014,1
226,0.409266439318312,0,0.807939241299556,1
227,0.393760099961603,0,0.210925829092236,0
228,0.699208373277445,1,0.923618755665431,1
229,0.219870235384116,0,0.301024838815821,0
230,0.54826578859452,1,0.683757647953387,1
231,0.0416682069614527,0,0.103474181215334,0
232,0.515097013649217,0,0.0446756293910702,0
233,0.571789268135114,1,0.589223026513535,0
234,0.72749596225924,1,0.950855523839387,1
235,0.000519198421293077,0,0.323626700538142,0
236,0.259040574953437,0,0.137530444336931,0
237,0.645288529604744,1,0.305602549469195,0
238,0.995022534032731,1,0.48269007459038,0
239,0.385681501796803,0,0.0559865747641176,0
240,0.191663369657343,0,0.374718236131423,0
241,0.196585387574757,0,0.855717317701561,1
242,0.264674727813123,0,0.0360861729907962,0
243,0.719919454232448,1,0.887673415185144,1
244,0.50227165044,0,0.296982939775469,0
245,0.30235930811104,0,0.366980339402212,0
246,0.66322309003092,1,0,0
247,0.43403431555081,0,0.390677502271397,0
248,0.436925068281333,1,0.913125596062399,1
249,0.255531515749228,0,0.940316273149476,1
250,0.772357531457123,1,0.765504686128095,1
251,0.636996137528491,1,0,0
252,0.804936476243144,1,0.91718976142877,1
253,0.643817973073857,1,0.907021030790177,1
254,0.460363193556556,1,0.403057540678539,0
255,0.657552903000981,1,0.971224503955528,1
256,0.71673739300237,1,0.865150546617578,1
257,0.295559054156174,0,0.106143879878844,0
258,0.472041212866569,0,0.252081388587355,0
259,0.75536871382836,1,0.740545212422705,1
260,0.366481756649636,0,0.658937714465346,1
261,0.359462204145555,0,0.553334369207156,0
262,0.140072591464435,0,0.450970821900494,0
263,0.239788585216819,0,0.78465767358098,1
264,0.556286926977977,1,0.470134690699537,0
265,0.761231702729553,1,0.065988653806251,0
266,0.607272883193827,1,0.987018986376083,1
267,0.502276563979866,1,0.793987766581507,1
268,0.566567197582074,1,0.53243351085008,0
269,0.490742633241999,1,0.350183405507771,0
270,0.440336047115534,0,0.00509051105533515,0
271,0.264165600190368,0,0.943566202784208,1
272,0.700969940980544,1,0.45392363840973,0
273,0.630896602204616,1,0.991940583478147,1
274,0.625742287061206,1,0.705058686197135,1
275,0.000617679012311488,0,0.0333462961361922,0
276,0.122897559867361,0,0.103348329294848,0
277,0.504673460018332,1,0.0639808472729498,0
278,0.177957581870722,0,0.0610253022638418,0
279,0.0803852372792314,0,0.0947943421116571,0
280,0.48393298625417,1,0.891161030008727,1
281,0.000603126115387798,0,0.0785085728608125,0
282,0.25113349788419,0,0.0967096888426181,0
283,0.854606458893687,1,0.53393075206632,0
284,0.803635137332255,1,0.948509562373578,1
285,0.271248213554099,0,0.957834515171049,1
286,0.54761343388955,1,0.662556791374893,1
287,0.411139611245259,0,0.0895433592697261,0
288,0.587436276825571,1,0.284910652421265,0
289,0.262853967241646,0,0.454814747060693,0
290,0.711518630783199,1,0.962857401885734,1
291,0.519367129826906,0,0.861637329017484,1
292,0.589125326578959,1,0.974178023142815,1
293,0.209181736157875,0,0.0535265932168274,0
294,0.0958589858376737,0,0.267779605306345,0
295,0.765537588201014,1,0.732030523962617,1
296,0.417959549996423,0,0.80449818236255,1
297,0.515724379479929,1,0.922858432809691,1
298,0.220381662181889,0,0.0891620453793179,0
299,0.135296303087749,0,0.332583705062616,0
300,0.572765927447088,1,0.747027521557826,1
301,0.243175082257536,0,0.160955804222221,0
302,0.647684963891164,1,0.487434674121603,0
303,0.627286362125084,1,0.150643639217474,0
304,0.177375718004612,0,0.0900622089068882,0
305,0.201317728262801,0,0.619317838092789,1
306,0.754075529501686,1,0.941577753843102,1
307,0.350587201735067,0,0.0385785230675298,0
308,0.512890016222983,1,0.233528380236808,0
309,0.677212784595228,1,0.0567926739195994,0
310,0.948265871775184,1,0.855322902435055,1
311,0.682518033736571,1,0.276908087550345,0
312,0.39538901846977,0,0.136289669700945,0
313,0.117704873194627,0,0.0930797945167616,0
314,0.670445255973789,1,0.58924866076787,0
315,0.701259754641117,1,0.534931739970966,0
316,0.727398407481046,1,0.984526760135907,1
317,0.622966904375303,1,1,1
318,0.92466130025481,1,0.728325086479242,1
319,0.498749980331378,0,0.303556606382827,0
320,0.806402704922238,1,0.605921125168833,1
321,0.388658789637935,0,0.634413445901256,1
322,0.529452088804578,0,0.228633882137707,0
323,0.694108066299273,1,0.734742115168582,1
324,0.709870285462051,1,1,1
325,0.724032087180861,1,0.978660085923566,1
326,0.191782832077671,0,0.0053822573155711,0
327,0.843485519201414,1,0.707701482090064,1
328,0.525557326970656,0,0.215482496732287,0
329,0.735788181361983,1,0.429710488163667,0
330,0.514420522685203,1,0.780600507981039,1
331,0.961527003784012,1,0.979432907288015,1
332,0.205140292619958,0,0.633792401316142,1
333,0.199310528452243,0,0.0140921062970294,0
334,0.87990685324476,1,0.824711104554595,1
335,0.568688042216814,0,0.719779719763449,1
336,0.504969106525108,1,0.0596363528862734,0
337,0.480958927118452,0,0.00841360457084121,0
338,0.702595989748179,1,0.925183460614487,1
339,0.104090881287175,0,0.987277275218652,1
340,0.2675712311605,0,0.218692289559567,0
341,0.434743257893515,0,0.456273265448302,0
342,0.977965938607206,1,0.285248781668329,0
343,0.461587871833728,0,0.901796345749019,1
344,0.583730179116281,1,0.948053020827064,1
345,0.509594580177087,1,0.396704885907403,0
346,0.38882298338586,0,0.0654891189547496,0
347,0.501566085742653,0,1,1
348,0.495815415263309,0,0.681803611748286,1
349,0.505156106130305,0,0.446668395440104,0
350,0.0944118589003124,0,0.0824847348889144,0
351,0.681297338370999,1,0.812100307076687,1
352,0.549901688282457,1,0.396282798193256,0
353,0.366500035930832,0,0.470750315558333,0
354,0.502506212855257,1,0.168290078461258,0
355,0.657696762995382,1,0.0399158470630929,0
356,0.304603569650115,0,0.00228108946176847,0
357,0.88877540206737,1,0.91327509213892,1
358,0.412724884230045,0,0.905711496394321,1
359,0.494187708429408,1,0.595936786386132,0
360,0.243445662704982,0,0.0688025233568521,0
361,0.662861532806562,1,0.915440684420649,1
362,0.379187147602032,0,0.0790923556104423,0
363,0.442628216573653,0,0.851518535089671,1
364,0.680303346377875,1,0.0575430793820819,0
365,0.0458683648891542,0,0.0894484415304189,0
366,0.8649972357223,1,0.999195394419529,1
367,0.882533866652925,1,0.927581206988884,1
368,0.436284769866239,0,0.970895969247285,1
369,0.402478948653799,0,0.880166089323508,1
370,0.416101260885381,0,0.708119426767182,1
371,0.740149895408674,1,0.839984938220599,1
372,0.278887428935727,0,0.215504513314549,0
373,0.0112564063807481,0,0.0343540393000851,0
374,0.0650578227372917,0,0.928860248585463,1
375,0.901675350515093,1,0.904655481959666,1
376,0.26055968380084,0,0.808322461092822,1
377,0.218704845360647,0,0.778350003565719,1
378,0.405882183041556,0,0.995384072506093,1
379,0.354561459554882,0,0.069870416593312,0
380,0.195411084663503,0,0.263546072508939,0
381,0.505317841886126,1,0.66361792695475,1
382,0.975444972353896,1,0.879162544095606,1
383,0.190009308200681,0,0.668862072195295,1
384,0.764356946305306,1,0.975547978938971,1
385,0.822445533359539,1,1,1
386,0.961192965730741,1,0.929956499155878,1
387,0.138074011908012,0,0.114770474940026,0
388,0.278865289505237,0,0.00759995042776446,0
389,0.752535121339291,1,0.968430329533038,1
390,0.891322003796395,1,0.132124251599939,0
391,0.775498293987207,1,0.916860526316044,1
392,0.644812035801122,1,0.662757803609886,1
393,0.724136385017902,1,0.825414200750544,1
394,0.602983768321617,1,0.985093983392813,1
395,0.59719538837711,1,0.962423574756874,1
396,0.504165024011217,1,0.00758126516000845,0
397,0.367201328765353,0,0.93866853657417,1
398,0.074131390589151,0,0.364754456315491,0
399,0.232911851467191,0,0.550449834742252,0
400,0.379260037962657,0,0.120125817411531,0
401,0.99506681371295,1,0.92165332272982,1
402,0.323767392656233,0,0,0
403,0.896202808941075,1,0.456206388291562,0
404,0.574083857787938,1,0.95286096571031,1
405,0.623936429540833,1,0.0318058812570001,0
406,0.252325376125111,0,0.72277311816481,1
407,0.494447469193954,0,0.0951262184055885,0
408,0.786260647183094,1,1,1
409,0.111020037926922,0,0.659593245329392,1
410,0.488586142987788,0,0.527574922419912,0
411,0.442225145797365,0,0.587227071041891,0
412,0.995096427014489,1,0.928489584247364,1
413,0.657558966630438,1,1,1
414,0.994932591926872,1,1,1
415,0.779714721199594,1,0.721308200412332,1
416,0.052455420518515,0,0.0554719401860238,0
417,0.730970066996143,1,0.360846474458637,0
418,0.168046011086451,0,0.331286735229287,0
419,0.357809401377853,0,0.0908995939428878,0
420,0.835847533658443,1,0.9363898459583,1
421,0.0460396845376797,0,0.18220338940563,0
422,0.88607980665575,1,0.410931074908416,0
423,0.4608731846135,0,1,1
424,0.640261596439157,1,0.712150456522706,1
425,0.613704994778309,1,0.966397806768724,1
426,0.572110969224143,1,0.67033973500012,1
427,0.296400395111549,0,0.554923110469639,0
428,0.649101650673123,1,0.343738413024371,0
429,0.339047966759134,0,0.517876229861501,0
430,0.339536731550802,0,0.603002182258121,1
431,0.50165912376149,0,0.920728043469808,1
432,0.624672055142165,1,0.399135964981715,0
433,0.712665865660246,1,0.0084670561527355,0
434,0.798528639445448,1,0.927440579608145,1
435,0.105563583535847,0,0.548303654127995,0
436,0.8563473246925,1,0.756884930516378,1
437,0.8522025852244,1,0.902091292332627,1
438,0.738714881167648,1,0.178840556434024,0
439,0.645666119219388,1,0.571131473588014,0
440,0.995127423107396,1,0.86676259240228,1
441,0.581252874195114,1,0.0701875542239437,0
442,0.147102099657595,0,0.0476953966159985,0
443,0.00050196710707776,0,0.0549999605563666,0
444,0.85753593506764,1,0.692231645922203,1
445,0.902812360412402,1,0.946843333054056,1
446,0.543874053572746,1,0.0909127773181192,0
447,0.820096533170304,1,1,1
448,0.538635179443553,0,0.186422471721729,0
449,0.176397726731615,0,0.243015155421134,0
450,0.252688607176953,0,0.077365941530436,0
451,0.253889163730995,0,0.580150076919963,0
452,0.647643414953212,1,0.99429679782715,1
453,0.293404447317804,0,0.0100539302817016,0
454,0.593510189372895,1,0.574502225174612,0
455,0.0701787837112104,0,0.0975537377703538,0
456,0.2148934766082,0,0.39404261554838,0
457,0.048027226734545,0,0.0394478829190406,0
458,0.580162489558546,0,0.958561592107237,1
459,0.610022425328699,1,0.283955609493211,0
460,0.764338222057672,1,1,1
461,0.463820258748145,0,0.244700564700768,0
462,0.730082376628716,1,0.0147866940647266,0
463,0.681564268414587,1,0.722201447882339,1
464,0.500921461459048,1,0.439047584631471,0
465,0.712547847813825,1,0.0836870374761305,0
466,0.549263098593879,1,0.0794225512583202,0
467,0.565864630433742,1,0.414134694760982,0
468,0.593943241822376,1,0.871828764911738,1
469,0.526713916237155,0,0.843798009425353,1
470,0.000416668053651179,0,0.0568554731854034,0
471,0.461076825612402,0,0.921736588198225,1
472,0.462448726628986,0,0.272192477059716,0
473,0.55905745321102,0,0.290902532040528,0
474,0.728466605674746,1,0.0878371997561272,0
475,0.719352424702042,1,0.771022649716855,1
476,0.000423219000856311,0,0.10204005503573,0
477,0.280660851427224,0,0.139037804987727,0
478,0.578571041411679,1,0.0563092602066418,0
479,0.182717677124737,0,0.673107407512753,1
480,0.401343754165767,0,0.920634613848933,1
481,0.2928502924326,0,0.820261508985449,1
482,0.406539737358762,0,0.0312122224180807,0
483,0.57851891551902,1,0.790846033573481,1
484,0.89702821606665,1,0.325109038483564,0
485,0.253088474592656,0,0.403760524480527,0
486,0.510102387997688,0,0.0621105931496254,0
487,0.580159530031357,1,0.946079309416648,1
488,0.662214711639553,1,0.340458532057814,0
489,0.449315185254085,0,0.954488810814579,1
490,0.104227560119005,0,0.0546900773327764,0
491,0.289923282725129,0,0.896510760295419,1
492,0.908070051995805,1,0.863867346141806,1
493,0.601302009568974,1,0.938646024445079,1
494,0.736300398135278,1,0.788600741489839,1
495,0.576022943033611,0,0.108468218277476,0
496,0.000578292167346076,0,0.1822078179011,0
497,0.376922505042333,0,0.434026239057541,0
498,0.337001410885728,0,0.98336233952469,1
499,0.430446042633453,1,0.374449010310322,0
500,0.293319577407687,0,0.813551607248562,1
501,0.431575638462908,0,0.939535941844873,1
502,0.366626935123259,0,0.273128384110181,0
503,0.806989062352264,1,0.214672164373841,0
504,0.723312151536714,1,0.999162961452611,1
505,0.511755460629685,1,0.447447631736904,0
506,0.619682964656198,1,0.0391247172582928,0
507,0.876295963474241,1,1,1
508,0.517088718552125,1,0.446945436260649,0
509,0.368914624713757,0,0,0
510,0.743207603586966,1,0.994825073872046,1
511,0.864596483492243,1,0.101140093610159,0
512,0.44304986243655,0,0.0427452690807923,0
513,0.83816729795896,1,0.870141883121348,1
514,0.344052892904229,0,0.746036448572967,1
515,0.288439373370807,0,0.0244915790861193,0
516,0.45593836985118,1,0.682224003054144,1
517,0.709115534936538,1,0.054063036193237,0
518,0.5374456067702,1,0.521710340880377,0
519,0.595591117583015,1,0.679846304109338,1
520,0.271384377614668,0,0.828618047322649,1
521,0.445373910986574,0,0.171049026647279,0
522,0.299821947865317,0,0.29729906314006,0
523,0.601468196528018,1,0.844418042361308,1
524,0.634827011299996,1,0.923880937338997,1
525,0.651478569843826,1,0.684030003263274,1
526,0.367155422297059,0,0.935433331621995,1
527,0.718528430100721,1,0.180310481943311,0
528,0.691485983490591,1,0.984908019108083,1
529,0.419146101816816,1,0.235369846397919,0
530,0.635596581778632,1,0.926854409517342,1
531,0.221122289667516,0,0.469042338548074,0
532,0.177297389273139,0,0.0994631342472637,0
533,0.729674231326138,1,0.944167020306843,1
534,0.910743246381999,1,0.990678053668841,1
535,0.641689587589235,1,0.0874947766420804,0
536,0.606406261997739,1,1,1
537,0.333675884446601,0,0.0178237686540526,0
538,0.341760110376863,0,0.368514475234564,0
539,0.481613901137023,0,0.00145453211837421,0
540,0.117137665096503,0,0.561173705887145,0
541,0.342410199575077,0,0.661464589279733,1
542,0.328541472076901,0,0.0954281144691154,0
543,0.819112733253699,1,0.948311861556556,1
544,0.294236339752501,0,0.959953199046433,1
545,0.869994453715798,1,0.943316137400042,1
546,0.631822108072346,1,0.84373256142354,1
547,0.408344747545687,0,0.0918619021227451,0
548,0.424043542591196,1,0.0280378196500023,0
549,0.509343088013768,0,0.970503164047393,1
550,0.682875149887863,1,0.484007910203896,0
551,0.50677479502164,0,0.211142105972615,0
552,0.973196226889454,1,0.341982780597706,0
553,0.294523444156308,0,0.973802087030608,1
554,0.690336549683168,1,0.505522144754321,0
555,0.493561277417519,0,0.520866852766611,0
556,0.241891371915283,0,0,0
557,0.0694880273528947,0,0.0940444501523206,0
558,0.299006873782431,0,0.0942130619689804,0
559,0.448136517775969,0,0.410189248654829,0
560,0.332394943378743,0,0.163174799898018,0
561,0.995123509330714,1,1,1
562,0.494347743778759,0,0.784336697560795,1
563,0.66533008309692,1,0.813531041195692,1
564,0.272300840678968,0,0.0159129691976288,0
565,0.157161960588853,0,0.399671806376292,0
566,0.745665985916525,1,0.89667859609089,1
567,0.0840519086199347,0,0.429943105506398,0
568,0.261565796294395,0,0.810501592100715,1
569,0.866757945287979,1,0.921421889236813,1
570,0.806283715300941,1,0.97274694626264,1
571,0.266275401950257,0,0.668243043692919,1
572,0.458356854850525,0,0.885282726572924,1
573,0.180905817704332,0,0.4966393805041,0
574,0.995039549239438,1,0.945458910650302,1
575,0.537560924087449,1,0.989439114348277,1
576,0.537540377384152,0,0.513263857895775,0
577,0.248927304076952,0,0,0
578,0.450338827347857,0,0.870504090433169,1
579,0.328681629863711,0,0.13307579119394,0
580,0.57961970840272,0,0.935029985305308,1
581,0.676613476664491,1,0.60799638887577,1
582,0.587541061346863,1,0.781248490880833,1
583,0.320271038443351,0,0.0359225071731269,0
584,0.776828599942632,1,0.824595162453657,1
585,0.847982085497951,1,0.927496336518821,1
586,0.426312614176789,0,0.116746897728383,0
587,0.454082380064396,0,0.625796074044617,1
588,0.336572473297838,0,0.825453660286139,1
589,0.686246882106859,1,0.277863605176072,0
590,0.167110347989159,0,0.442176078632463,0
591,0.728245866209513,1,0.380844662103074,0
592,0.644279342472452,1,0.283961296383775,0
593,0.776316499373249,1,0.55251795948252,0
594,0.451952600264546,0,0.400191085993071,0
595,0.626843847552109,1,0,0
596,0.461912245607144,0,0.779428145463217,1
597,0.626590009960129,1,0.996752964394543,1
598,0.616682240038123,1,0.651059973650272,1
599,0.00578466424310832,0,0.0578442787348194,0
600,0.330959077547661,0,0,0
601,0.594661094132812,1,0.924591047964187,1
602,0.120071014245044,0,0.319348829848142,0
603,0.844785484982561,1,1,1
604,0.821457176190017,1,0.923205708047782,1
605,0.6938493070423,1,0.810770022639842,1
606,0.000693870272991115,0,0.0320851573726803,0
607,0.374724508351141,0,0.32637754569276,0
608,0.000509978671428652,0,0,0
609,0.437961758309875,0,0.0336927129622362,0
610,0.675240907978719,1,1,1
611,0.877690849589871,1,0.865681238538061,1
612,0.626648430982564,1,0.892672143829336,1
613,0.819632434547517,1,0.4424471272126,0
614,0.628368008411111,1,0.41640896423235,0
615,0.445884063579806,0,0.271234066315223,0
616,0.308733288555424,0,0.63219963007678,1
617,0.388021428869959,0,0.0590122723318717,0
618,0.465209620498132,0,0,0
619,0.960516713279741,1,0.135469866960465,0
620,0.51619789643535,1,0.478742509566866,0
621,0.973575155284535,1,0.779744266392213,1
622,0.00961649443402465,0,0.0413056776625458,0
623,0.295825018723531,0,0.455669876632098,0
624,0.510381045103294,1,0.508952981210635,0
625,0.131736327592444,0,0.0512048200076593,0
626,0.372571489319743,0,0.339251486294806,0
627,0.401799256720861,0,0.799593225704145,1
628,0.566367649071842,0,0.289600440257308,0
629,0.337755392090386,0,0.00594781985082769,0
630,0.386220506647289,0,0.0202131373591609,0
631,0.886772090509331,1,0.307016490179362,0
632,0.234148328963428,0,0.0434359581688077,0
633,0.542970902650558,0,0.99976983173145,1
634,0.517628516860651,1,0.929572648593921,1
635,0.995123106751628,1,0.86768491271281,1
636,0.994956665302599,1,0.602939817994091,1
